angDist,_RAJ2000,_DEJ2000,GCVS,Per,SpType,M1,e_M1,M2,e_M2,R1,e_R1,R2,e_R2,T1,e_T1,T2,e_T2,logL1,e_logL1,logL2,e_logL2,a,e_a,BibCode,Simbad,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.000484,352.487635,13.5420792,TY Peg,3.09222,A2+[G6IV],1.47,,0.22,,2.3,,2.34,,8770,,4690,,1.45,,0.38,,10.63,,2004yCat.5115....0S,Simbad,352.48763,13.54208,352.4876351218433,13.5420792637440,0.002,0.001,90,2812756459901030528,352.48771597439,0.0350,13.54211794328,0.0334,1.4755,0.0592,18.257,0.117,8.984,0.064,0,1.49817e+06,1.45221e+03,10.249465,1.00456e+06,1.58402e+03,10.346450,7.44323e+05,2.56200e+03,10.082517,0.263933,,,0,8299.50,0.6827,0.3000,,
0.000563,324.3371058,13.4745822,AQ Peg,5.5485028,A2e+G5IV,2.0,,0.53,,2.75,,4.74,,8780,,4740,,1.6,,1.01,,17.96,,2004yCat.5115....0S,Simbad,324.33711,13.47458,324.3371056957896,13.4745823192026,0.001,0.001,90,1770170564888184704,324.33709994195,0.0452,13.47455844257,0.0481,1.2338,0.0566,-1.300,0.093,-5.546,0.091,0,1.39802e+06,6.88223e+03,10.324584,9.20265e+05,3.93902e+03,10.441606,7.37975e+05,9.51475e+03,10.091816,0.349790,,,0,7991.25,0.4080,0.2075,3.20,37.644
0.000282,333.3479864,8.4252367,AT Peg,1.1460765,A4V+[G8IV],2.22,0.08,1.08,0.06,1.86,0.03,2.18,0.03,8360,,5057,6,1.16,0.04,0.42,0.04,6.86,0.08,2016AJ....152...33Z,Simbad,333.34799,8.42524,333.3479863533382,8.4252367632185,0.001,0.001,0,2722801840219112448,333.34790781866,0.0439,8.42517285732,0.0477,3.6277,0.0566,-18.043,0.087,-14.843,0.088,0,5.09886e+06,8.56624e+03,8.919683,3.31872e+06,1.89192e+04,9.048962,2.57974e+06,1.75498e+04,8.732981,0.315981,,,0,7659.00,,,2.23,15.431
0.000773,353.0611397,14.9690972,DI Peg,0.71181663,F4+K4,1.18,,0.7,,1.41,,1.37,,6540,,3900,,0.51,,-0.41,,4.14,,2004yCat.5115....0S,Simbad,353.06114,14.9691,353.0611398636571,14.9690973452340,0.012,0.010,90,2813513473657289088,353.06096899885,0.3101,14.96907412254,0.2733,3.4423,0.4288,-38.338,0.796,-5.394,0.672,1,3.20606e+06,1.11440e+04,9.423438,1.87525e+06,1.72414e+04,9.668738,1.93526e+06,2.08159e+04,9.045073,0.623666,,,0,6462.00,1.0363,0.5063,2.58,10.469
0.000344,50.9183292,46.5766225,RT Per,0.84940032,F5V+G7IV,1.07,,0.3,,1.2,,1.08,,6460,,4650,,0.35,,-0.31,,4.19,,2004yCat.5115....0S,Simbad,50.91833,46.57662,50.9183291008309,46.5766225668096,0.002,0.001,90,242962936981732608,50.91841166874,0.0365,46.57672464853,0.0275,5.0623,0.0520,13.182,0.101,23.709,0.081,0,1.39310e+06,4.34558e+03,10.328408,7.40394e+05,6.87580e+03,10.677731,9.36330e+05,9.57581e+03,9.833348,0.844382,,,0,5757.67,0.5885,0.2940,1.47,2.149
0.000624,65.0698497,42.3143906,RW Per,13.1989664,B9.6e+K2III-IV,2.8,,0.21,,3.9,,5.9,,9890,,4200,,2.12,,0.99,,33.92,,2004yCat.5115....0S,Simbad,65.06985,42.31439,65.0698498219479,42.3143904519685,0.002,0.001,90,229136921858228096,65.06982486707,0.0428,42.31436949386,0.0229,1.6790,0.0478,-4.286,0.097,-4.868,0.053,0,2.99819e+06,5.56572e+03,9.496219,1.57098e+06,6.02046e+03,9.860962,2.06296e+06,1.59046e+04,8.975693,0.885269,,,0,5694.00,,,6.68,42.237
0.000093,41.4255083,48.1438589,RY Per,6.863569,B4V+F7III,6.25,,1.6,,4.29,,7.85,,17170,,6200,,3.16,,1.91,,30.19,,2004yCat.5115....0S,Simbad,41.42551,48.14386,41.4255083324811,48.1438589142722,0.002,0.001,90,438165588512859008,41.42552608189,0.0531,48.14384707958,0.0399,0.9166,0.0613,2.751,0.125,-2.749,0.090,0,7.96567e+06,1.39431e+04,8.435310,5.33390e+06,1.85886e+04,8.533776,3.98772e+06,2.37947e+04,8.260108,0.273668,,,0,8335.00,,,,
0.000118,45.0237892,39.1902522,ST Per,2.6483418,A3V+K1IV,2.62,,0.57,,2.55,,2.96,,8540,,4260,,1.49,,0.41,,11.85,,2004yCat.5115....0S,Simbad,45.02379,39.19025,45.0237892327868,39.1902521793898,0.001,0.001,90,143580413107943680,45.02376336555,0.0629,39.19016037746,0.0362,2.5975,0.0711,-4.656,0.091,-21.322,0.076,0,3.04372e+06,2.58149e+03,9.479854,1.93676e+06,1.15829e+04,9.633700,1.57837e+06,1.44330e+04,9.266399,0.367301,,,0,7451.50,0.8720,0.4293,2.53,17.760
0.023875,54.4383461,40.7637139,AB Per,7.1602886,A5V+[G9IV],1.9,,0.23,,2.0,,4.2,,8150,,4460,,1.2,,0.8,,20.1,,2004yCat.5115....0S,Simbad,54.43835,40.76371,54.4383484152092,40.7637075039698,0.025,0.024,0,237076873279709184,54.43833891477,0.4659,40.76374041774,0.4336,-1.7937,0.6592,-1.671,1.573,7.644,1.625,0,2.92025e+06,7.57799e+03,9.524817,1.64167e+06,1.05389e+04,9.813174,1.91317e+06,1.62809e+04,9.057537,0.755637,,,0,5846.93,,,,
0.000266,36.4916989,56.1027811,DM Per,2.72774184,B5V+A5III,7.31,,2.07,,4.57,,4.75,,15490,,8140,,3.03,,1.95,,17.3,,2004yCat.5115....0S,Simbad,36.4917,56.10278,36.4916990248315,56.1027810754694,0.002,0.001,0,457464770661735296,36.49170641193,0.0287,56.10276861795,0.0366,1.3001,0.0465,0.957,0.086,-2.893,0.112,1,1.32841e+07,3.55766e+04,7.880034,9.10601e+06,7.59492e+04,7.953067,6.28378e+06,5.80274e+04,7.766367,0.186700,,,0,8495.67,0.8215,0.3832,,
0.000505,23.0228531,54.0189625,IZ Per,3.6876639,B8V+A5IV,9.97,0.55,3.2,0.17,7.51,0.13,6.9,0.12,19000,,9500,50,3.852,0.093,2.575,0.184,23.73,1.04,2007Obs...127...33H,Simbad,23.02285,54.01896,23.0228529812656,54.0189626217900,0.002,0.002,90,407553608544043520,23.02286481362,0.0528,54.01895387915,0.0481,1.2115,0.0750,1.615,0.113,-2.031,0.098,1,9.70426e+06,2.18011e+05,8.220960,7.36651e+06,4.10569e+05,8.183233,4.52211e+06,2.81045e+05,8.123568,0.059666,,,0,9603.00,,,,
0.027862,47.0422186,40.9556467,bet Per,2.8673285,B8V+K2IV,3.7,,0.81,,2.86,,3.52,,11550,,4200,,2.12,,0.54,,14.03,,2004yCat.5115....0S,Simbad,47.04222,40.95565,47.0422279727219,40.9556435702219,0.010,0.001,0,239863001382455424,47.04222797272,0.5512,40.95564357022,9.9666,,,,,,,0,3.46101e+08,4.06489e+07,4.340358,1.41183e+08,6.95848e+07,4.976932,7.33215e+08,1.10744e+08,2.598841,2.378091,,,0,4388.20,,,,
0.011282,92.5746169,-54.9686425,del Pic,1.67254,B0.5+B0.5-3,16.3,,8.6,,7.62,,5.05,,25200,,21400,,4.32,,3.68,,17.44,,1974MNRAS.167..517E,Simbad,92.57462,-54.96864,92.5746217067027,-54.9686410138198,0.007,0.006,90,5499415974230271488,92.57459057853,0.2023,-54.96860814524,0.1930,1.9696,0.2022,-4.150,0.441,7.634,0.389,0,1.75937e+08,4.69706e+06,5.074974,1.99098e+08,2.37251e+06,4.603719,8.26573e+07,1.25480e+06,4.968717,-0.364998,,,0,9593.00,,,,
0.000207,353.60577,7.9245903,Y Psc,3.765767,A3V+KIV,1.92,,0.48,,2.71,,3.52,,8560,,4320,,1.55,,0.59,,13.63,,2004yCat.5115....0S,Simbad,353.60577,7.92459,353.6057700499860,7.9245902705690,0.002,0.001,90,2758178523763705856,353.60577567979,0.0435,7.92455796148,0.0314,2.2958,0.0533,1.295,0.098,-7.504,0.059,0,3.64598e+06,7.14116e+03,9.283832,2.26601e+06,5.60055e+03,9.463236,2.03257e+06,1.10415e+04,8.991809,0.471427,,,0,7181.64,,,3.35,26.966
0.056421,119.5601633,-49.2449111,V Pup,1.4544786,B1V+B3,12.45,0.35,6.11,0.21,5.78,0.08,4.59,0.06,28180,970,26610,980,4.277,0.063,3.975,0.066,14.31,0.31,1998Obs...118..356S,Simbad,119.56016,-49.24491,119.5601651952850,-49.2449267235986,0.019,0.018,0,5517171678268362880,119.56012625441,0.5777,-49.24487260307,0.7247,0.8946,0.7330,-5.904,1.131,12.570,1.211,1,9.45358e+06,1.03275e+06,8.249375,1.14876e+07,4.18692e+06,7.700814,1.25091e+07,4.97609e+06,7.018855,0.681959,,,0,5095.63,,,,
0.000402,123.3793972,-23.9531633,XZ Pup,2.1923631,AV+[G2IV],1.89,,0.75,,2.95,,2.88,,9420,,5350,,1.79,,0.78,,9.81,,2004yCat.5115....0S,Simbad,123.3794,-23.95316,123.3793971405402,-23.9531632024013,0.001,0.001,90,5699396282969664256,123.37935115841,0.0347,-23.95314767560,0.0320,2.5391,0.0476,-9.760,0.070,3.606,0.062,1,1.48380e+07,4.07800e+04,7.759925,1.03584e+07,7.32517e+04,7.813161,6.74256e+06,7.73141e+04,7.689858,0.123303,,,0,8900.00,0.5845,0.3122,,
0.000359,289.7017017,19.6104778,U Sge,3.38061933,B8V+G4III-IV,5.7,,1.9,,4.21,,5.3,,11560,,4930,,2.45,,1.17,,18.63,,2004yCat.5115....0S,Simbad,289.7017,19.61048,289.7017015961091,19.6104777810098,0.001,0.001,0,4516549576568929408,289.70170177049,0.0348,19.61048329520,0.0420,3.6149,0.0490,0.038,0.072,1.281,0.082,0,4.91149e+07,8.43481e+04,6.460333,3.48530e+07,1.12657e+05,6.495787,2.18791e+07,1.60806e+05,6.411845,0.083942,,,0,8964.00,0.3717,0.1407,,
0.000110,274.4010203,-34.1072653,RS Sgr,2.4156832,B5V+A2,7.18,,2.41,,5.11,,4.1,,15480,,8760,,3.13,,1.95,,16.09,,2004yCat.5115....0S,Simbad,274.40102,-34.10727,274.4010202658780,-34.1072653117495,0.002,0.002,90,4044610255085884800,274.40100877982,0.0625,-34.10730984547,0.0560,2.4686,0.0710,-2.209,0.122,-10.343,0.105,0,7.51950e+07,2.46509e+05,5.997893,5.73259e+07,4.21178e+05,5.955512,2.57323e+07,1.25408e+06,6.235724,-0.280212,,,0,8868.67,,,,
0.000163,275.5282103,-25.2399558,XZ Sgr,3.275555,A3V+G5IV,1.49,,0.21,,1.46,,2.41,,8550,,4740,,1.01,,0.42,,11.07,,2004yCat.5115....0S,Simbad,275.52821,-25.23996,275.5282102642664,-25.2399558317754,0.002,0.001,90,4053182253880893824,275.52812373572,0.0531,-25.24002306434,0.0519,5.2018,0.0640,-18.178,0.101,-15.615,0.088,1,5.79117e+06,1.85456e+04,8.781450,3.42632e+06,2.89134e+04,9.014319,3.52507e+06,4.67333e+04,8.394000,0.620319,,,0,6944.25,1.4400,0.7230,1.99,8.300
0.840965,275.5282103,-25.2399558,XZ Sgr,3.275555,A3V+G5IV,1.49,,0.21,,1.46,,2.41,,8550,,4740,,1.01,,0.42,,11.07,,2004yCat.5115....0S,Simbad,275.52821,-25.23996,275.5283189481912,-25.2397438765171,0.001,0.000,90,4053182253832567424,275.52831894819,0.5659,-25.23974387652,0.4065,,,,,,,0,2.08238e+05,2.50626e+03,12.391966,,,,,,,,,,0,,,,,
0.000512,281.9680472,-20.2745122,V356 Sgr,8.8961,B3V+A2II,12.1,,4.7,,7.4,,14.0,,19070,,8770,,3.81,,3.02,,46.26,,2004yCat.5115....0S,Simbad,281.96805,-20.27451,281.9680471973691,-20.2745123421266,0.001,0.001,90,4079974569075292032,281.96804923490,0.0488,-20.27453295056,0.0468,1.4150,0.0567,0.444,0.093,-4.786,0.077,0,3.31113e+07,2.64932e+05,6.888424,2.07168e+07,8.78726e+05,7.060583,1.72324e+07,4.68452e+05,6.671057,0.389526,,,0,7245.00,1.0790,0.5537,16.13,645.887
0.000214,298.2765928,-14.6031883,V505 Sgr,1.18286794,A2V+G5IV,2.65,0.0,1.25,0.0,2.1,0.02,2.33,0.02,8810,80,5276,90,1.37,0.02,0.57,0.02,7.41,0.07,2006MNRAS.368..959L,Simbad,298.27659,-14.60319,298.2765928238113,-14.6031883546711,0.008,0.005,90,6878492245986475904,298.27658112212,0.4638,-14.60341180299,0.1747,11.8788,0.5528,-2.630,0.515,-51.898,0.302,1,4.77821e+07,1.87408e+05,6.490202,3.17826e+07,4.23075e+05,6.595915,2.35666e+07,3.65985e+05,6.331178,0.264737,,,0,8127.50,0.5510,0.2685,,
0.000516,252.9675653,-38.0473986,mu01 Sco,1.44627,B0V+B2V,8.3,1.0,4.6,1.0,3.9,0.3,4.6,0.4,24000,1000,17000,700,3.66,0.1,3.2,0.1,12.6,0.5,2015MNRAS.448.3784B,Simbad,252.96757,-38.0474,252.9675653854426,-38.0473987266926,0.020,0.016,90,5971289565609165056,252.96756079205,0.6022,-38.04747840527,0.5105,3.7265,0.6859,-0.840,1.322,-18.506,1.013,1,1.20327e+09,1.93265e+07,2.987458,4.56589e+08,8.35235e+07,3.702574,4.03739e+08,9.83661e+06,3.246669,0.455905,,,0,4989.50,,,,
0.000640,283.6132308,-12.6098144,U Sct,0.95498575,F+[G7IV],1.6,,0.64,,1.68,,1.57,,6990,,4640,,0.78,,0.01,,5.34,,2004yCat.5115....0S,Simbad,283.61323,-12.60981,283.6132309611950,-12.6098143170800,0.002,0.001,90,4102730405305344128,283.61322658660,0.0610,-12.60989737148,0.0495,3.1385,0.0551,-0.992,0.121,-19.290,0.096,0,1.82807e+06,1.27450e+04,10.033383,9.84636e+05,2.07752e+04,10.368198,1.35048e+06,2.92222e+04,9.435699,0.932500,,,0,5365.00,,,3.19,7.610
0.000228,276.6396811,-9.2016636,RZ Sct,15.19024195,B3Ib+F5IV,11.7,,2.49,,15.0,,15.9,,19050,,6460,,4.42,,2.6,,62.46,,2004yCat.5115....0S,Simbad,276.63968,-9.20166,276.6396811559727,-9.2016635692567,0.001,0.001,90,4156190653517727360,276.63968450780,0.0491,-9.20167658814,0.0469,1.3107,0.0487,0.768,0.096,-3.024,0.090,0,2.27677e+07,7.84505e+04,7.295068,1.06621e+07,1.10134e+05,7.781782,1.75246e+07,1.95205e+05,6.652803,1.128979,,,0,5176.83,,,29.38,558.704
0.000124,60.9763194,28.1259717,RW Tau,2.7688439,B8V+KIV,2.43,,0.55,,2.27,,3.0,,11560,,4330,,1.92,,0.45,,11.94,,2004yCat.5115....0S,Simbad,60.97632,28.12597,60.9763194148617,28.1259717318180,0.003,0.001,90,163742260906017024,60.97631847424,0.0715,28.12589023357,0.0301,3.2694,0.0834,-0.193,0.179,-18.929,0.078,1,1.17948e+07,1.02602e+04,8.009141,8.23033e+06,1.97350e+04,8.062845,5.56921e+06,2.77089e+04,7.897437,0.165409,,,0,9016.00,0.6973,0.3455,,
1.618247,60.9763194,28.1259717,RW Tau,2.7688439,B8V+KIV,2.43,,0.55,,2.27,,3.0,,11560,,4330,,1.92,,0.45,,11.94,,2004yCat.5115....0S,Simbad,60.97632,28.12597,60.9763952122801,28.1255271871038,0.000,0.000,90,163742265201175808,60.97639521228,0.4104,28.12552718710,0.2542,,,,,,,0,2.48742e+05,2.59426e+03,12.198991,,,,,,,,,,0,,,,,
0.000327,69.5659594,20.6847253,HU Tau,2.0563,B8V+GIV,4.72,,1.27,,2.69,,4.15,,11560,,5790,,2.06,,1.24,,12.35,,2004yCat.5115....0S,Simbad,69.56596,20.68473,69.5659594947954,20.6847253190242,0.002,0.002,90,3411229847309096704,69.56589964996,0.0759,20.68469383421,0.0501,7.7218,0.0851,-13.003,0.153,-7.313,0.110,0,8.74718e+07,2.25517e+05,5.833695,6.24235e+07,4.89843e+05,5.863018,3.61998e+07,4.80258e+05,5.865155,-0.002138,,,0,9620.33,0.2925,0.1407,,
0.000470,70.4904811,5.6094989,V1251 Tau,18.8988,G8III+K1-2III,2.633,0.028,0.541,0.009,7.55,0.2,11.02,0.21,5000,100,4640,150,1.504,0.041,1.704,0.059,43.86,0.15,2003AJ....125.3237T,Simbad,70.49048,5.6095,70.4904812102307,5.6094988292962,0.001,0.001,90,3282677181172799104,70.49050778487,0.0321,5.60945542426,0.0195,1.9024,0.0381,6.143,0.062,-10.081,0.039,0,3.79244e+06,2.33141e+04,9.241070,1.47888e+06,2.69091e+04,9.926553,3.28471e+06,5.48640e+04,8.470679,1.455874,,,0,4430.00,0.6798,0.3060,12.56,54.698
0.055002,60.1700656,12.4903406,lam Tau,3.952955,B3V+A4IV,7.18,,1.89,,6.4,,5.3,,19050,,8350,,3.68,,2.09,,21.93,,2004yCat.5115....0S,Simbad,60.17007,12.49034,60.1700750752159,12.4903527594168,0.018,0.014,90,3305012316783145728,60.17004003226,0.4620,12.49028993142,0.3703,8.2175,0.5324,-7.946,1.175,-14.592,0.890,1,8.32689e+08,5.81246e+06,3.387159,5.50542e+08,1.16527e+07,3.499411,3.17666e+08,3.18255e+06,3.506993,-0.007582,,,0,8336.00,0.3435,0.1960,,
0.000190,30.1405711,27.8886681,X Tri,0.9715382,A3V+G5IV,2.43,,1.21,,1.73,,2.0,,8550,,4750,,1.16,,0.26,,6.35,,2004yCat.5115....0S,Simbad,30.14057,27.88867,30.1405711540320,27.8886680774229,0.001,0.001,0,298268990328628224,30.14069784889,0.0420,27.88860791099,0.0343,4.8184,0.0478,26.008,0.070,-13.974,0.077,0,5.71578e+06,3.41507e+04,8.795677,3.61485e+06,5.60911e+04,8.956163,3.16425e+06,5.50271e+04,8.511243,0.444921,,,0,7723.50,,,1.75,9.849
0.000375,161.3354306,45.5663067,TX UMa,3.0633292,B8V+F7IV,4.33,0.2,1.12,0.08,2.71,,4.07,,12900,300,5500,500,2.26,0.04,1.13,0.16,15.4,,2011MNRAS.415.2238G,Simbad,161.33543,45.56631,161.3354304641781,45.5663066575797,0.002,0.001,0,829685534384441344,161.33549299242,0.0447,45.56632680656,0.0718,4.2920,0.0710,10.167,0.079,4.680,0.123,0,3.27355e+07,2.77410e+04,6.900819,2.30568e+07,4.93415e+04,6.944390,1.47098e+07,1.23562e+05,6.842904,0.101486,,,0,9142.00,,,,
0.000154,144.5279975,56.0186914,VV UMa,0.68735545,A1V+[G5IV],0.97,,0.29,,1.35,,0.96,,9090,,4740,,1.05,,-0.38,,3.54,,2004yCat.5115....0S,Simbad,144.528,56.01869,144.5279975766113,56.0186914004685,0.001,0.001,0,1024762227410763264,144.52785366576,0.0387,56.01870525920,0.0447,2.0232,0.0573,-18.682,0.078,3.219,0.085,0,1.64212e+06,7.63795e+03,10.149852,1.06014e+06,1.58027e+04,10.287983,8.46590e+05,1.06110e+04,9.942738,0.345245,,,0,7716.67,0.8565,0.4220,2.24,16.040
0.000362,198.7268625,59.2956675,IO UMa,5.5201878,A3,2.11,0.07,0.29,0.02,3.0,0.04,3.92,0.05,7800,150,4260,150,1.48,0.04,0.66,0.07,17.58,0.11,2013MNRAS.432.3278S,Simbad,198.72686,59.29567,198.7268625506482,59.2956675970474,0.001,0.001,90,1567133171450548480,198.72647110831,0.0376,59.29578052519,0.0352,3.6226,0.0449,-46.422,0.084,26.228,0.076,1,1.08395e+07,1.16427e+04,8.100842,6.80452e+06,2.11059e+04,8.269394,5.79393e+06,2.58070e+04,7.854487,0.414907,,,0,7229.50,,,3.62,32.243
0.000028,242.1136367,86.1998753,W UMi,1.7011576,A3V+[G2IV],2.4,,1.2,,3.47,,2.67,,8550,,5340,,1.76,,0.72,,9.19,,2004yCat.5115....0S,Simbad,242.11364,86.19988,242.1136366427211,86.1998752933525,0.001,0.001,0,1727726671573301120,242.11284877483,0.0299,86.19994389742,0.0273,2.4144,0.0315,-12.128,0.057,15.934,0.058,1,7.15792e+06,2.75579e+04,8.551398,4.60564e+06,4.69759e+04,8.693163,3.77457e+06,5.21798e+04,8.319751,0.373412,,,0,7633.00,0.9713,0.5015,4.00,48.823
0.000389,204.7367331,69.8031025,RU UMi,0.52492618,F0V+[G8IV],1.58,,0.84,,1.57,,1.17,,6980,,4590,,0.72,,-0.26,,3.675,,2004yCat.5115....0S,Simbad,204.73673,69.8031,204.7367330004484,69.8031026024105,0.001,0.001,90,1686621699950649344,204.73694816434,0.0300,69.80308105798,0.0246,3.5007,0.0317,17.253,0.056,-5.004,0.049,0,1.76605e+06,2.10257e+04,10.070857,1.01662e+06,4.48109e+04,10.333490,9.56318e+05,3.64780e+04,9.810414,0.523076,,,0,6735.00,0.7993,0.3813,1.73,5.576
0.000532,143.3050139,-45.2085753,S Vel,5.9336475,A5V+[K4IV],1.8,,0.3,,1.5,,4.2,,8140,,3900,,0.95,,0.56,,17.66,,2004yCat.5115....0S,Simbad,143.30501,-45.20858,143.3050139919044,-45.2085751670851,0.001,0.001,0,5423067604782946432,143.30473940642,0.0253,-45.20849266890,0.0290,5.9733,0.0327,-44.931,0.054,19.161,0.055,1,1.57250e+07,3.13336e+04,7.696887,9.48041e+06,4.09953e+04,7.909320,8.94534e+06,8.95881e+04,7.382927,0.526393,,,0,6730.38,1.1780,0.5867,3.04,17.053
0.000419,198.8363986,-17.4713678,UW Vir,1.8107755,A4+[K3IV],1.75,,0.4,,1.5,,2.05,,8350,,3920,,0.99,,-0.05,,8.07,,2004yCat.5115....0S,Simbad,198.8364,-17.47137,198.8363984894499,-17.4713678491382,0.002,0.001,90,3511171223730060672,198.83617204383,0.0504,-17.47145853455,0.0361,4.2727,0.0520,-50.168,0.103,-21.062,0.074,1,4.68043e+06,4.89150e+04,9.012651,3.10182e+06,5.26804e+04,9.122347,2.57750e+06,6.86194e+04,8.733922,0.388425,,,0,7841.00,0.7815,0.3890,1.74,10.354
0.000145,195.4726106,-19.7746567,UY Vir,1.9945051,A7V+[G6IV],1.75,,0.5,,1.8,,2.3,,7770,,4690,,1.02,,0.36,,8.73,,2004yCat.5115....0S,Simbad,195.47261,-19.77466,195.4726105611392,-19.7746567168465,0.022,0.020,0,3508999005366339200,195.47263366286,0.6297,-19.77484219675,0.6844,0.4598,0.7750,5.049,1.274,-43.079,1.398,0,1.33707e+07,5.88731e+04,7.872979,8.03997e+06,7.71368e+04,8.088252,6.17226e+06,3.36131e+05,7.785810,0.302443,,,0,7206.50,,,,
0.000325,201.6690783,-16.1045833,BD Vir,2.548537,A5+[KIV],2.1,,0.5,,3.23,,2.75,,8150,,4330,,1.62,,0.38,,10.79,,2004yCat.5115....0S,Simbad,201.66908,-16.10458,201.6690782059570,-16.1045833032448,0.001,0.001,90,3604868379129516160,201.66912350289,0.0567,-16.10461158983,0.0402,2.3182,0.0630,10.108,0.095,-6.570,0.079,0,2.29402e+06,3.63355e+03,9.786872,1.42246e+06,5.58425e+03,9.968790,1.26636e+06,3.33812e+03,9.505527,0.463264,,,0,7187.05,1.0110,0.5040,2.63,16.643
0.000458,208.1617153,-18.7090325,DL Vir,1.31548,A3V+KIV,2.18,,1.06,,1.8,,2.3,,8560,,4330,,1.19,,0.22,,7.47,,2004yCat.5115....0S,Simbad,208.16172,-18.70903,208.1617152169500,-18.7090326000792,0.003,0.003,90,6293889335197400064,208.16148089323,0.0774,-18.70899622642,0.0776,4.8219,0.1088,-51.548,0.175,8.448,0.164,0,3.72456e+07,3.43580e+04,6.760679,1.91861e+07,7.29793e+04,7.143919,2.48405e+07,1.93999e+05,6.274017,0.869901,-13.21,1.65,7,5654.00,1.9760,0.9930,8.32,63.806
0.000157,290.4129417,25.5748442,Z Vul,2.4549328,B3V-A2III,5.29,0.5,2.33,0.25,4.93,0.18,4.67,0.17,18009,300,9307,150,3.35,0.03,2.16,0.04,15.07,0.5,2009NewA...14..528L,Simbad,290.41294,25.57484,290.4129417212705,25.5748441608367,0.001,0.001,0,2023954311223665536,290.41292653498,0.0195,25.57483404467,0.0286,1.8079,0.0346,-3.182,0.043,-2.350,0.056,1,2.13389e+07,1.82261e+05,7.365436,1.44753e+07,4.31899e+05,7.449818,8.34562e+06,4.39313e+05,7.458273,-0.008456,,,0,9118.00,0.3653,0.2115,,
0.000313,289.4166358,22.4412106,RS Vul,4.4776635,B5V+G1III-IV,6.59,,1.76,,4.71,,5.84,,15500,,5570,,3.06,,1.47,,23.18,,2004yCat.5115....0S,Simbad,289.41664,22.44121,289.4166357058683,22.4412105982585,0.001,0.001,0,2022188873509795200,289.41664856392,0.0221,22.44117572348,0.0343,2.6226,0.0503,2.760,0.061,-8.100,0.077,1,3.70115e+07,8.63530e+04,6.767525,2.50395e+07,1.52024e+05,6.854826,1.73899e+07,2.76478e+05,6.661179,0.193647,,,0,8177.00,0.6140,0.3070,,
